学号,专业,生源所在地,性别,学位性质,民族,政治面貌,出入日期,年级,分数1,分数2,分数3
6899,社会学,浙江省,女,本科,汉族,共青团员,19881204 ,2006,59,84,85
6900,社会学,河北省,女,本科,汉族,共青团员,19870607 ,2006,89,55,70
6901,社会学,河北省,女,本科,汉族,共青团员,19870126 ,2006,55,68,95
6902,社会学,河南省,女,本科,汉族,共青团员,19881025 ,2006,54,64,67
6903,社会学,江苏省,女,本科,汉族,共青团员,19890123 ,2006,78,64,93
6904,社会学,西藏自治区,女,本科,藏族,共青团员,19870608 ,2006,97,69,73
6905,社会学,山东省,女,本科,汉族,共青团员,19871108 ,2006,90,88,89
6906,社会学,浙江省,女,本科,汉族,共青团员,19880622 ,2006,60,89,71
6907,应用心理学,安徽省,女,本科,汉族,共青团员,19871029 ,2006,52,83,91
6908,应用心理学,安徽省,女,本科,汉族,共青团员,19881105 ,2006,79,85,71
6909,应用心理学,河北省,女,本科,汉族,共青团员,19851113 ,2006,66,64,66
6910,应用心理学,河北省,男,本科,汉族,群众,19860915 ,2006,97,88,67
6911,应用心理学,河北省,男,本科,汉族,共青团员,19840915 ,2006,97,69,93
6912,应用心理学,河北省,女,本科,汉族,共青团员,19881018 ,2006,77,90,82
6913,应用心理学,广东省,女,本科,汉族,共青团员,19880121 ,2006,69,86,69
6914,应用心理学,广东省,女,本科,汉族,共青团员,19871101 ,2006,59,92,71
6915,应用心理学,广东省,男,本科,汉族,共青团员,19870617 ,2006,94,73,73
6916,应用心理学,河南省,女,本科,汉族,共青团员,19890927 ,2006,56,84,86
6917,应用心理学,河南省,男,本科,汉族,共青团员,19850724 ,2006,73,74,93
6918,应用心理学,河南省,男,本科,汉族,共青团员,19861012 ,2006,82,89,84
6919,应用心理学,河南省,女,本科,汉族,共青团员,19870905 ,2006,84,79,85
6920,应用心理学,湖南省,男,本科,汉族,共青团员,19870219 ,2006,86,64,81
6921,应用心理学,湖南省,女,本科,维吾尔族,共青团员,19890128 ,2006,56,67,67
6922,应用心理学,江苏省,女,本科,回族,共青团员,19880228 ,2006,65,58,95
6923,应用心理学,江苏省,女,本科,汉族,共青团员,19871201 ,2006,51,59,76
6924,应用心理学,江苏省,女,本科,汉族,共青团员,19880812 ,2006,77,68,91
6925,应用心理学,辽宁省,女,本科,汉族,共青团员,19870426 ,2006,50,62,78
6926,应用心理学,辽宁省,女,本科,汉族,共青团员,19871216 ,2006,63,76,85
6927,应用心理学,山东省,男,本科,汉族,共青团员,19880401 ,2006,59,94,86
6928,应用心理学,山东省,女,本科,汉族,共青团员,19870813 ,2006,87,61,75
6929,应用心理学,山东省,女,本科,汉族,共青团员,19881021 ,2006,68,57,67
6930,应用心理学,山东省,男,本科,汉族,共青团员,19890310 ,2006,77,74,95
6931,应用心理学,四川省,男,本科,汉族,共青团员,19871105 ,2006,87,64,77
6932,应用心理学,四川省,女,本科,汉族,共青团员,19870913 ,2006,63,80,71
6933,应用心理学,四川省,男,本科,汉族,共青团员,19870427 ,2006,81,63,72
6934,应用心理学,四川省,女,本科,汉族,共青团员,19890425 ,2006,60,85,71
6935,应用心理学,浙江省,女,本科,汉族,共青团员,19880817 ,2006,84,88,76
6936,应用心理学,浙江省,女,本科,汉族,共青团员,19880220 ,2006,76,89,79
6937,社会学,广东省,男,本科,汉族,共青团员,19880827 ,2007,78,69,87
6938,社会学,西藏自治区,男,本科,藏族,中共预备党员,19870908 ,2007,81,78,71
6939,社会学,西藏自治区,男,本科,门巴族,共青团员,19881219 ,2007,77,75,86
6940,社会学,安徽省,男,本科,汉族,共青团员,19861213 ,2007,85,69,86
6941,社会学,北京市,男,本科,汉族,共青团员,19880613 ,2007,61,89,87
6942,社会学,福建省,男,本科,汉族,共青团员,19860823 ,2007,97,90,93
6943,社会学,河北省,男,本科,汉族,共青团员,19900119 ,2007,74,94,94
6944,社会学,河南省,男,本科,汉族,中共党员,19890515 ,2007,77,92,68
6945,社会学,江苏省,男,本科,汉族,共青团员,19890730 ,2007,68,77,94
6946,社会学,江西省,男,本科,汉族,共青团员,19891209 ,2007,86,79,81
6947,社会学,山东省,男,本科,汉族,共青团员,19870305 ,2007,88,64,69
6948,社会学,山西省,男,本科,汉族,共青团员,19880926 ,2007,91,64,86
6949,社会学,西藏自治区,男,本科,汉族,共青团员,19890411 ,2007,90,85,93
6950,社会学,天津市,男,本科,汉族,共青团员,19881228 ,2007,86,79,75
6951,社会学,四川省,男,本科,汉族,共青团员,19881029 ,2007,61,70,92
6952,社会学,四川省,男,本科,汉族,共青团员,19900928 ,2007,87,61,71
6953,社会学,广东省,女,本科,汉族,共青团员,19881006 ,2007,71,75,78
6954,社会学,安徽省,女,本科,汉族,共青团员,19900205 ,2007,95,67,79
6955,社会学,福建省,女,本科,汉族,共青团员,19890108 ,2007,86,67,77
6956,社会学,湖南省,女,本科,苗族,共青团员,19881221 ,2007,58,59,73
6957,社会学,湖南省,女,本科,汉族,共青团员,19881005 ,2007,93,79,72
6958,社会学,北京市,女,本科,汉族,共青团员,19890704 ,2007,93,95,83
6959,社会学,江西省,女,本科,汉族,共青团员,19891222 ,2007,54,75,73
6960,社会学,河北省,女,本科,汉族,共青团员,19880120 ,2007,66,82,92
6961,社会学,广西壮族自治区,女,本科,壮族,共青团员,19890308 ,2007,79,57,73
6962,社会学,广西壮族自治区,女,本科,回族,共青团员,19890209 ,2007,69,84,84
6963,社会学,天津市,女,本科,汉族,共青团员,19880624 ,2007,68,58,74
6964,社会学,浙江省,女,本科,汉族,共青团员,19890407 ,2007,80,84,86
6965,社会学,河南省,女,本科,汉族,共青团员,19891012 ,2007,62,58,78
6966,社会学,山东省,女,本科,汉族,共青团员,19890820 ,2007,74,76,80
6967,社会学,西藏自治区,女,本科,藏族,共青团员,19880105 ,2007,84,73,71
6968,社会学,山东省,女,本科,汉族,共青团员,19891012 ,2007,56,60,92
6969,社会学,江苏省,女,本科,汉族,共青团员,19890429 ,2007,51,58,89
6970,社会学,山西省,女,本科,汉族,群众,19880722 ,2007,54,76,72
6971,社会学,山东省,女,本科,汉族,共青团员,19881120 ,2007,95,57,82
6972,社会学,山东省,女,本科,汉族,共青团员,19890729 ,2007,88,77,65
6973,社会学,西藏自治区,女,本科,藏族,共青团员,19860927 ,2007,52,67,72
6974,社会学,浙江省,女,本科,汉族,共青团员,19870621 ,2007,78,82,87
6975,应用心理学,山东省,男,本科,汉族,共青团员,19880915 ,2007,60,91,75
6976,应用心理学,安徽省,男,本科,汉族,共青团员,19900601 ,2007,51,79,91
6977,应用心理学,广西壮族自治区,男,本科,汉族,共青团员,19880501 ,2007,81,94,92
6978,应用心理学,北京市,男,本科,汉族,共青团员,19891201 ,2007,90,87,85
6979,应用心理学,辽宁省,男,本科,汉族,共青团员,19880717 ,2007,55,88,67
6980,应用心理学,安徽省,男,本科,汉族,共青团员,19900529 ,2007,93,67,84
6981,应用心理学,四川省,男,本科,汉族,共青团员,19880315 ,2007,67,80,92
6982,应用心理学,河南省,男,本科,汉族,共青团员,19881107 ,2007,96,81,79
6983,应用心理学,陕西省,女,本科,汉族,共青团员,19890321 ,2007,72,84,71
6984,应用心理学,北京市,女,本科,汉族,共青团员,19881011 ,2007,82,81,90
6985,应用心理学,北京市,女,本科,汉族,共青团员,19890118 ,2007,62,91,71
6986,应用心理学,天津市,女,本科,汉族,共青团员,19881017 ,2007,85,70,76
6987,应用心理学,北京市,女,本科,汉族,共青团员,19890915 ,2007,80,63,73
6988,应用心理学,北京市,女,本科,汉族,共青团员,19890214 ,2007,80,83,84
6989,应用心理学,四川省,女,本科,汉族,共青团员,19890207 ,2007,79,63,72
6990,应用心理学,山西省,女,本科,汉族,共青团员,19880914 ,2007,69,57,93
6991,应用心理学,陕西省,女,本科,汉族,共青团员,19870826 ,2007,84,90,88
6992,应用心理学,山东省,女,本科,汉族,共青团员,19891115 ,2007,53,81,89
6993,应用心理学,内蒙古自治区,女,本科,蒙古族,共青团员,19881128 ,2007,96,81,77
6994,应用心理学,北京市,女,本科,汉族,共青团员,19890406 ,2007,85,57,73
6995,应用心理学,山西省,女,本科,汉族,共青团员,19890817 ,2007,50,61,70
6996,应用心理学,辽宁省,女,本科,满族,共青团员,19881103 ,2007,83,91,75
6997,应用心理学,内蒙古自治区,女,本科,汉族,共青团员,19880912 ,2007,64,60,65
6998,应用心理学,河南省,女,本科,汉族,共青团员,19881120 ,2007,69,75,83
6999,应用心理学,河北省,女,本科,满族,中共党员,19890120 ,2007,88,79,77
7000,应用心理学,天津市,女,本科,汉族,共青团员,19881108 ,2007,60,68,90
7001,应用心理学,河北省,女,本科,汉族,共青团员,19881104 ,2007,85,65,85
7002,应用心理学,河北省,女,本科,汉族,共青团员,19881228 ,2007,78,74,75
7003,应用心理学,广西壮族自治区,女,本科,壮族,共青团员,19890214 ,2007,59,86,68
7004,应用心理学,广西壮族自治区,女,本科,壮族,共青团员,19891202 ,2007,82,94,85
7005,应用心理学,广西壮族自治区,女,本科,汉族,共青团员,19890209 ,2007,64,92,88
7006,应用心理学,天津市,女,本科,汉族,共青团员,19890110 ,2007,87,57,67
7007,应用心理学,辽宁省,女,本科,汉族,共青团员,19880819 ,2007,74,89,90
7008,社会学,北京市,男,本科,汉族,共青团员,19900116 ,2008,55,89,86
7009,社会学,福建省,男,本科,汉族,共青团员,19880116 ,2008,92,78,77
7010,社会学,河北省,男,本科,汉族,共青团员,19890608 ,2008,84,90,94
7011,社会学,河南省,男,本科,汉族,共青团员,19900114 ,2008,73,76,69
7012,社会学,湖南省,男,本科,汉族,共青团员,19901013 ,2008,54,95,89
7013,社会学,江苏省,男,本科,汉族,共青团员,19900407 ,2008,93,80,80
7014,社会学,江西省,男,本科,汉族,共青团员,19901222 ,2008,55,76,74
7015,社会学,浙江省,男,本科,汉族,共青团员,19891008 ,2008,96,70,78
7016,社会学,四川省,男,本科,汉族,共青团员,19891121 ,2008,81,77,80
7017,社会学,西藏自治区,男,本科,藏族,共青团员,19900129 ,2008,90,90,80
7018,社会学,河北省,男,本科,汉族,共青团员,19910218 ,2008,73,85,67
7019,社会学,江苏省,男,本科,汉族,共青团员,19900101 ,2008,93,68,71
7020,社会学,江西省,男,本科,汉族,共青团员,19910826 ,2008,66,86,89
7021,社会学,四川省,男,本科,汉族,共青团员,19891113 ,2008,55,61,69
7022,社会学,西藏自治区,男,本科,藏族,共青团员,19890901 ,2008,66,68,92
7023,社会学,福建省,男,本科,汉族,共青团员,19890622 ,2008,72,66,94
7024,社会学,河北省,男,本科,汉族,共青团员,19881001 ,2008,92,74,84
7025,社会学,河南省,男,本科,汉族,共青团员,19891002 ,2008,76,93,90
7026,社会学,西藏自治区,男,本科,藏族,共青团员,19880808 ,2008,50,84,66
7027,社会学,湖南省,男,本科,汉族,共青团员,19910613 ,2008,78,58,74
7028,社会学,江苏省,男,本科,汉族,共青团员,19900401 ,2008,79,80,89
7029,社会学,山西省,男,本科,汉族,共青团员,19890830 ,2008,68,89,78
7030,社会学,浙江省,男,本科,汉族,共青团员,19900705 ,2008,69,78,71
7031,社会学,四川省,男,本科,汉族,共青团员,19900310 ,2008,93,86,85
7032,社会学,西藏自治区,男,本科,藏族,共青团员,19880401 ,2008,94,61,86
7033,社会学,北京市,女,本科,汉族,共青团员,19900221 ,2008,85,64,75
7034,社会学,广东省,女,本科,汉族,共青团员,19900616 ,2008,77,84,66
7035,社会学,河北省,女,本科,汉族,共青团员,19910902 ,2008,78,77,90
7036,社会学,湖南省,女,本科,汉族,共青团员,19901102 ,2008,87,86,78
7037,社会学,江苏省,女,本科,汉族,共青团员,19901008 ,2008,76,56,91
7038,社会学,山东省,女,本科,汉族,共青团员,19890915 ,2008,70,83,82
7039,社会学,山西省,女,本科,汉族,共青团员,19890905 ,2008,64,73,76
7040,社会学,广东省,女,本科,汉族,共青团员,19890918 ,2008,87,84,78
7041,社会学,湖南省,女,本科,汉族,共青团员,19900215 ,2008,67,72,83
7042,社会学,江苏省,女,本科,汉族,共青团员,19890729 ,2008,50,92,84
7043,社会学,西藏自治区,女,本科,藏族,共青团员,19881109 ,2008,94,83,83
7044,社会学,河北省,女,本科,苗族,共青团员,19900325 ,2008,81,61,90
7045,社会学,湖南省,女,本科,汉族,共青团员,19910124 ,2008,89,87,83
7046,社会学,江苏省,女,本科,汉族,共青团员,19900430 ,2008,68,90,70
7047,社会学,湖南省,女,本科,汉族,共青团员,19900408 ,2008,59,80,91
7048,应用心理学,北京市,男,本科,汉族,共青团员,19891117 ,2008,60,68,68
7049,应用心理学,福建省,男,本科,汉族,共青团员,19881028 ,2008,81,71,70
7050,应用心理学,广西壮族自治区,男,本科,壮族,共青团员,19891020 ,2008,81,61,66
7051,应用心理学,河北省,男,本科,汉族,共青团员,19890117 ,2008,97,90,84
7052,应用心理学,内蒙古自治区,男,本科,汉族,中共预备党员,19890615 ,2008,52,88,81
7053,应用心理学,山东省,男,本科,汉族,共青团员,19890211 ,2008,59,78,80
7054,应用心理学,河北省,男,本科,汉族,共青团员,19891025 ,2008,71,76,71
7055,应用心理学,福建省,男,本科,汉族,共青团员,19901020 ,2008,74,66,94
7056,应用心理学,广西壮族自治区,男,本科,汉族,共青团员,19881014 ,2008,96,78,71
7057,应用心理学,四川省,男,本科,汉族,共青团员,19860705 ,2008,97,86,70
7058,应用心理学,河北省,男,本科,汉族,共青团员,19880928 ,2008,54,70,76
7059,应用心理学,安徽省,女,本科,回族,共青团员,19900405 ,2008,61,88,70
7060,应用心理学,北京市,女,本科,汉族,共青团员,19890406 ,2008,68,75,87
7061,应用心理学,广西壮族自治区,女,本科,汉族,共青团员,19891206 ,2008,91,68,67
7062,应用心理学,河南省,女,本科,汉族,共青团员,19890105 ,2008,83,94,70
7063,应用心理学,辽宁省,女,本科,汉族,共青团员,19900202 ,2008,70,84,76
7064,应用心理学,内蒙古自治区,女,本科,汉族,群众,19890917 ,2008,68,81,77
7065,应用心理学,北京市,女,本科,汉族,共青团员,19890217 ,2008,83,71,65
7066,应用心理学,广西壮族自治区,女,本科,壮族,共青团员,19880327 ,2008,69,62,88
7067,应用心理学,安徽省,女,本科,汉族,共青团员,19880301 ,2008,94,66,95
7068,应用心理学,山东省,女,本科,汉族,共青团员,19891227 ,2008,65,58,82
7069,应用心理学,陕西省,女,本科,汉族,共青团员,19900708 ,2008,67,60,90
7070,应用心理学,天津市,女,本科,汉族,共青团员,19910118 ,2008,78,74,84
7071,应用心理学,北京市,女,本科,汉族,共青团员,19900328 ,2008,91,91,82
7072,应用心理学,广西壮族自治区,女,本科,汉族,共青团员,19890630 ,2008,56,75,80
7073,应用心理学,河南省,女,本科,汉族,共青团员,19891103 ,2008,87,83,73
7074,应用心理学,陕西省,女,本科,汉族,共青团员,19910318 ,2008,77,86,85
7075,应用心理学,天津市,女,本科,汉族,共青团员,19891012 ,2008,63,59,91
7076,思想政治教育,江西省,男,本科,汉族,共青团员,19870813 ,2005,96,63,68
7077,思想政治教育,贵州省,男,本科,汉族,共青团员,19850924 ,2005,98,92,85
7078,思想政治教育,内蒙古自治区,男,本科,汉族,共青团员,19860725 ,2005,84,71,76
7079,思想政治教育,山西省,男,本科,汉族,共青团员,19880509 ,2005,52,62,88
7080,思想政治教育,甘肃省,男,本科,汉族,群众,19870605 ,2005,56,83,82
7081,思想政治教育,青海省,男,本科,回族,共青团员,19860405 ,2005,76,90,89
7082,思想政治教育,安徽省,男,本科,汉族,共青团员,19840702 ,2005,74,74,70
7083,思想政治教育,山西省,男,本科,汉族,共青团员,19861017 ,2005,74,82,94
7084,思想政治教育,甘肃省,男,本科,汉族,共青团员,19880124 ,2005,70,83,82
7085,思想政治教育,广西壮族自治区,男,本科,壮族,共青团员,19861220 ,2005,70,86,93
7086,思想政治教育,江西省,男,本科,汉族,共青团员,19871029 ,2005,87,62,67
7087,思想政治教育,新疆维吾尔自治区,男,本科,汉族,共青团员,19860331 ,2005,70,87,90
7088,思想政治教育,内蒙古自治区,男,本科,汉族,共青团员,19861002 ,2005,86,77,78
7089,思想政治教育,海南省,女,本科,汉族,共青团员,19870910 ,2005,64,65,86
7090,思想政治教育,广西壮族自治区,女,本科,汉族,共青团员,19860927 ,2005,97,69,66
7091,思想政治教育,宁夏回族自治区,女,本科,回族,共青团员,19870122 ,2005,50,55,95
7092,思想政治教育,海南省,女,本科,壮族,共青团员,19870330 ,2005,64,76,94
7093,思想政治教育,安徽省,女,本科,汉族,共青团员,19880321 ,2005,85,74,95
7094,思想政治教育,安徽省,女,本科,汉族,共青团员,19880301 ,2005,91,79,91
7095,思想政治教育,青海省,女,本科,汉族,共青团员,19860504 ,2005,53,55,77
7096,思想政治教育,宁夏回族自治区,女,本科,回族,群众,19841012 ,2005,87,71,92
7097,思想政治教育,贵州省,女,本科,苗族,共青团员,19890806 ,2005,92,69,73
7098,思想政治教育,新疆维吾尔自治区,女,本科,汉族,共青团员,19850429 ,2005,63,61,76
7099,思想政治教育,浙江省,男,本科,汉族,共青团员,19880906 ,2006,67,65,83
7100,思想政治教育,安徽省,男,本科,汉族,共青团员,19890405 ,2006,76,83,94
7101,思想政治教育,山西省,男,本科,汉族,共青团员,19880916 ,2006,66,67,86
7102,思想政治教育,浙江省,男,本科,汉族,中共预备党员,19880501 ,2006,63,77,87
7103,思想政治教育,安徽省,男,本科,汉族,共青团员,19881002 ,2006,97,78,78
7104,思想政治教育,贵州省,男,本科,苗族,中共党员,19860613 ,2006,85,68,78
7105,思想政治教育,西藏自治区,男,本科,汉族,共青团员,19850818 ,2006,71,70,93
7106,思想政治教育,陕西省,男,本科,汉族,共青团员,19860929 ,2006,60,66,82
7107,思想政治教育,安徽省,男,本科,汉族,共青团员,19900820 ,2006,63,74,65
7108,思想政治教育,甘肃省,男,本科,汉族,共青团员,19871201 ,2006,90,85,76
7109,思想政治教育,河南省,男,本科,汉族,共青团员,19860406 ,2006,93,90,81
7110,思想政治教育,广西壮族自治区,女,本科,汉族,共青团员,19880513 ,2006,65,87,94
7111,思想政治教育,西藏自治区,女,本科,藏族,共青团员,19880203 ,2006,59,77,88
7112,思想政治教育,青海省,女,本科,满族,共青团员,19871019 ,2006,87,86,92
7113,思想政治教育,宁夏回族自治区,女,本科,汉族,共青团员,19870915 ,2006,72,89,85
7114,思想政治教育,浙江省,女,本科,汉族,共青团员,19870614 ,2006,91,92,81
7115,思想政治教育,贵州省,女,本科,汉族,共青团员,19830116 ,2006,87,87,67
7116,思想政治教育,江西省,女,本科,汉族,共青团员,19880825 ,2006,94,64,76
7117,思想政治教育,青海省,女,本科,汉族,共青团员,19870210 ,2006,80,62,88
7118,思想政治教育,宁夏回族自治区,女,本科,汉族,共青团员,19880903 ,2006,91,81,69
7119,思想政治教育,安徽省,女,本科,汉族,共青团员,19890202 ,2006,92,56,84
7120,思想政治教育,河南省,女,本科,汉族,共青团员,19850729 ,2006,80,60,70
7121,思想政治教育,青海省,女,本科,汉族,共青团员,19881215 ,2006,98,58,72
7122,思想政治教育,山西省,女,本科,汉族,共青团员,19880808 ,2006,65,56,72
7123,思想政治教育,陕西省,女,本科,汉族,共青团员,19871106 ,2006,81,76,75
7124,思想政治教育,河南省,男,本科,汉族,共青团员,19870604 ,2007,97,66,87
7125,思想政治教育,辽宁省,男,本科,汉族,共青团员,19890305 ,2007,78,79,66
7126,思想政治教育,湖南省,男,本科,土家族,共青团员,19890417 ,2007,90,94,81
7127,思想政治教育,四川省,男,本科,藏族,共青团员,19871028 ,2007,74,89,87
7128,思想政治教育,安徽省,男,本科,汉族,共青团员,19881103 ,2007,67,95,79
7129,思想政治教育,安徽省,男,本科,汉族,共青团员,19891107 ,2007,60,78,68
7130,思想政治教育,江苏省,男,本科,汉族,共青团员,19891208 ,2007,65,91,69
7131,思想政治教育,湖南省,男,本科,土家族,共青团员,19890914 ,2007,83,55,91
7132,思想政治教育,河北省,女,本科,汉族,共青团员,19880925 ,2007,67,86,78
7133,思想政治教育,黑龙江省,女,本科,汉族,共青团员,19880811 ,2007,70,66,66
7134,思想政治教育,广东省,女,本科,汉族,共青团员,19880222 ,2007,84,71,86
7135,思想政治教育,河北省,女,本科,汉族,中共党员,19890502 ,2007,62,66,70
7136,思想政治教育,四川省,女,本科,汉族,共青团员,19880601 ,2007,51,88,80
7137,思想政治教育,湖北省,女,本科,汉族,共青团员,19880517 ,2007,69,94,68
7138,思想政治教育,广东省,女,本科,汉族,共青团员,19881002 ,2007,75,79,88
7139,思想政治教育,山西省,女,本科,汉族,共青团员,19861005 ,2007,96,71,68
7140,思想政治教育,黑龙江省,女,本科,汉族,共青团员,19860408 ,2007,66,81,91
7141,思想政治教育,吉林省,女,本科,汉族,共青团员,19891017 ,2007,70,59,93
7142,思想政治教育,浙江省,女,本科,汉族,共青团员,19881101 ,2007,81,64,66
7143,思想政治教育,河南省,女,本科,汉族,共青团员,19891201 ,2007,80,87,77
7144,思想政治教育,吉林省,女,本科,朝鲜族,共青团员,19880827 ,2007,83,81,71
7145,思想政治教育,西藏自治区,女,本科,藏族,共青团员,19890424 ,2007,97,74,74
7146,思想政治教育,山东省,女,本科,汉族,共青团员,19891001 ,2007,70,86,90
7147,思想政治教育,山西省,女,本科,汉族,共青团员,19870314 ,2007,82,91,66
7148,思想政治教育,山东省,女,本科,回族,共青团员,19880402 ,2007,73,73,65
7149,思想政治教育,湖北省,女,本科,汉族,共青团员,19900221 ,2007,69,69,88
7150,思想政治教育,浙江省,女,本科,汉族,共青团员,19880229 ,2007,92,64,66
7151,思想政治教育,安徽省,男,本科,汉族,共青团员,19900226 ,2008,59,58,85
7152,思想政治教育,河北省,男,本科,汉族,共青团员,19880919 ,2008,52,71,73
7153,思想政治教育,河南省,男,本科,汉族,共青团员,19871108 ,2008,64,93,86
7154,思想政治教育,湖北省,男,本科,汉族,共青团员,19890906 ,2008,70,69,77
7155,思想政治教育,湖南省,男,本科,汉族,共青团员,19901014 ,2008,92,74,65
7156,思想政治教育,吉林省,男,本科,汉族,共青团员,19911002 ,2008,54,57,67
7157,思想政治教育,辽宁省,男,本科,蒙古族,共青团员,19900220 ,2008,70,75,95
7158,思想政治教育,山西省,男,本科,汉族,共青团员,19881223 ,2008,89,81,69
7159,思想政治教育,浙江省,男,本科,汉族,共青团员,19890126 ,2008,80,74,88
7160,思想政治教育,西藏自治区,男,本科,藏族,共青团员,19890606 ,2008,84,57,90
7161,思想政治教育,安徽省,男,本科,汉族,共青团员,19900824 ,2008,69,76,79
7162,思想政治教育,安徽省,男,本科,汉族,共青团员,19901119 ,2008,56,93,67
7163,思想政治教育,河北省,男,本科,汉族,共青团员,19890514 ,2008,91,67,89
7164,思想政治教育,湖北省,男,本科,土家族,共青团员,19900421 ,2008,57,75,94
7165,思想政治教育,广东省,女,本科,汉族,共青团员,19890727 ,2008,57,56,83
7166,思想政治教育,河南省,女,本科,汉族,共青团员,19901011 ,2008,84,85,84
7167,思想政治教育,湖南省,女,本科,侗族,共青团员,19891103 ,2008,96,57,83
7168,思想政治教育,吉林省,女,本科,汉族,共青团员,19900606 ,2008,67,68,87
7169,思想政治教育,江苏省,女,本科,汉族,共青团员,19900418 ,2008,52,59,88
7170,思想政治教育,辽宁省,女,本科,汉族,共青团员,19890106 ,2008,78,76,84
7171,思想政治教育,内蒙古自治区,女,本科,汉族,共青团员,19891027 ,2008,81,57,78
7172,思想政治教育,山西省,女,本科,汉族,共青团员,19890527 ,2008,73,63,92
7173,思想政治教育,浙江省,女,本科,汉族,共青团员,19890708 ,2008,65,62,74
7174,思想政治教育,四川省,女,本科,汉族,共青团员,19880809 ,2008,66,84,91
7175,思想政治教育,西藏自治区,女,本科,汉族,共青团员,19891210 ,2008,96,59,90
7176,思想政治教育,广东省,女,本科,汉族,共青团员,19881029 ,2008,91,64,68
7177,思想政治教育,湖南省,女,本科,瑶族,共青团员,19900712 ,2008,56,57,73
7178,思想政治教育,江苏省,女,本科,汉族,共青团员,19900310 ,2008,87,72,73
7179,思想政治教育,内蒙古自治区,女,本科,汉族,群众,19911229 ,2008,64,79,87
7180,法学和经济学,河北省,男,本科,汉族,共青团员,19851006 ,2005,65,78,67
7181,法学和国际商务,天津市,女,本科,汉族,共青团员,19861229 ,2005,74,64,73
7182,思想政治教育和工商管理,湖北省,女,本科,汉族,共青团员,19850602 ,2005,86,75,65
7183,经济学,海南省,女,本科,汉族,共青团员,19850926 ,2005,85,65,79
7184,工商管理,宁夏回族自治区,男,本科,汉族,共青团员,19870825 ,2005,72,81,88
7185,工商管理,河北省,男,本科,汉族,共青团员,19860608 ,2005,72,75,90
7186,工商管理,云南省,男,本科,傣族,共青团员,19850719 ,2005,70,88,67
7187,工商管理,江苏省,男,本科,汉族,共青团员,19861009 ,2005,86,61,71
7188,工商管理,福建省,男,本科,汉族,群众,19880513 ,2005,93,77,86
7189,工商管理,河南省,男,本科,汉族,共青团员,19860924 ,2005,84,90,72
7190,工商管理,陕西省,男,本科,汉族,共青团员,19880304 ,2005,70,70,74
7191,工商管理,宁夏回族自治区,男,本科,回族,共青团员,19870908 ,2005,76,61,77
7192,工商管理,河北省,男,本科,汉族,共青团员,19860121 ,2005,80,70,66
7193,工商管理,安徽省,男,本科,汉族,共青团员,19861008 ,2005,86,93,85
7194,工商管理,浙江省,男,本科,汉族,共青团员,19870630 ,2005,67,78,76
7195,工商管理,北京市,男,本科,汉族,共青团员,19870707 ,2005,73,77,83
7196,工商管理,辽宁省,男,本科,汉族,共青团员,19860226 ,2005,61,69,89
7197,工商管理,黑龙江省,男,本科,汉族,共青团员,19861107 ,2005,91,76,83
7198,工商管理,青海省,男,本科,汉族,共青团员,19870323 ,2005,91,64,84
7199,工商管理,山东省,男,本科,汉族,共青团员,19860216 ,2005,56,84,78
7200,工商管理,河南省,男,本科,汉族,共青团员,19840607 ,2005,89,89,80
7201,工商管理,福建省,男,本科,汉族,共青团员,19880104 ,2005,79,74,69
7202,工商管理,河北省,男,本科,汉族,共青团员,19860208 ,2005,78,73,85
7203,工商管理,广东省,男,本科,汉族,共青团员,19841011 ,2005,81,88,82
7204,工商管理,安徽省,男,本科,汉族,共青团员,19880818 ,2005,90,73,94
7205,工商管理,贵州省,男,本科,回族,共青团员,19870503 ,2005,75,67,76
7206,工商管理,新疆维吾尔自治区,男,本科,汉族,共青团员,19850108 ,2005,71,82,93
7207,工商管理,江苏省,男,本科,汉族,共青团员,19871202 ,2005,87,80,65
7208,工商管理,河南省,男,本科,汉族,共青团员,19891026 ,2005,65,68,85
7209,工商管理,江苏省,男,本科,汉族,共青团员,19870807 ,2005,78,63,81
7210,工商管理,辽宁省,女,本科,汉族,共青团员,19870617 ,2005,61,56,92
7211,工商管理,贵州省,女,本科,苗族,共青团员,19850707 ,2005,77,69,81
7212,工商管理,辽宁省,女,本科,汉族,共青团员,19860714 ,2005,87,61,70
7213,工商管理,湖南省,女,本科,汉族,共青团员,19890219 ,2005,85,90,88
7214,工商管理,甘肃省,女,本科,汉族,共青团员,19861203 ,2005,52,58,91
7215,工商管理,陕西省,女,本科,回族,共青团员,19871212 ,2005,79,71,74
7216,工商管理,黑龙江省,女,本科,汉族,共青团员,19870502 ,2005,88,56,80
7217,工商管理,广东省,女,本科,汉族,共青团员,19861109 ,2005,82,72,93
7218,工商管理,湖南省,女,本科,汉族,共青团员,19880428 ,2005,82,82,91
7219,工商管理,甘肃省,女,本科,回族,共青团员,19851211 ,2005,74,79,72
7220,工商管理,新疆维吾尔自治区,女,本科,汉族,共青团员,19871216 ,2005,70,76,90
7221,工商管理,山东省,女,本科,汉族,共青团员,19870519 ,2005,98,90,85
7222,工商管理,西藏自治区,女,本科,汉族,共青团员,,2005,77,90,81
7223,工商管理,浙江省,女,本科,汉族,共青团员,19880204 ,2005,64,75,93
7224,工商管理,云南省,女,本科,汉族,共青团员,19870628 ,2005,87,58,93
